show_id,ticket_no,film_id,film,director,director_id,genre,cinema_id,city,viewer_id,first_name,last_name,email,session,seat_no
SHOW00069,TKT0334,F004,The Last Kingdom,Ridley Scott,D004,Action,C002,Wellington,V066,Ava,Smith,ava.smith66@mail.com,1:00 pm,C1
SHOW00100,TKT0335,F005,Laugh Out Loud,Taika Waititi,D002,Comedy,C005,Dunedin,V068,Ava,Brown,ava.brown68@mail.com,10:00 am,F2
SHOW00050,TKT0336,F003,Midnight Escape,David Fincher,D003,Thriller,C002,Wellington,V070,Mason,Scott,mason.scott70@mail.com,7:30 pm,F8
SHOW00120,TKT0337,F006,Silent Echoes,Denis Villeneuve,D007,Drama,C004,Hamilton,V032,Noah,Lee,noah.lee32@mail.com,7:30 pm,F17
SHOW00162,TKT0338,F008,Broken Paths,Sofia Coppola,D006,Drama,C003,Christchurch,V039,Olivia,Brown,olivia.brown39@mail.com,9:45 pm,C20
SHOW00138,TKT0339,F007,Cyber Pulse,James Cameron,D001,Sci-Fi,C003,Christchurch,V028,Ethan,King,ethan.king28@mail.com,1:00 pm,B13
SHOW00038,TKT0340,F002,Ocean Hearts,Greta Gerwig,D005,Romance,C005,Dunedin,V029,Mason,Scott,mason.scott29@mail.com,10:00 am,D14
SHOW00020,TKT0341,F001,Shadow Horizon,Christopher Nolan,D008,Sci-Fi,C005,Dunedin,V009,Grace,Smith,grace.smith9@mail.com,9:45 pm,C7
SHOW00033,TKT0342,F002,Ocean Hearts,Greta Gerwig,D005,Romance,C003,Christchurch,V011,Olivia,Brown,olivia.brown11@mail.com,7:30 pm,E10
SHOW00043,TKT0343,F003,Midnight Escape,David Fincher,D003,Thriller,C001,Auckland,V061,Lucas,Wilson,lucas.wilson61@mail.com,1:00 pm,A17
SHOW00038,TKT0344,F002,Ocean Hearts,Greta Gerwig,D005,Romance,C005,Dunedin,V023,Isla,Young,isla.young23@mail.com,10:00 am,D4
SHOW00037,TKT0345,F002,Ocean Hearts,Greta Gerwig,D005,Romance,C004,Hamilton,V019,Sienna,Perera,sienna.perera19@mail.com,9:45 pm,F20
SHOW00116,TKT0346,F006,Silent Echoes,Denis Villeneuve,D007,Drama,C003,Christchurch,V015,Jack,Scott,jack.scott15@mail.com,7:30 pm,E17
SHOW00168,TKT0347,F008,Broken Paths,Sofia Coppola,D006,Drama,C005,Dunedin,V025,Grace,Singh,grace.singh25@mail.com,10:00 am,E11
SHOW00003,TKT0348,F001,Shadow Horizon,Christopher Nolan,D008,Sci-Fi,C001,Auckland,V019,Sienna,Perera,sienna.perera19@mail.com,4:00 pm,C7
SHOW00045,TKT0349,F003,Midnight Escape,David Fincher,D003,Thriller,C001,Auckland,V043,Ruby,Young,ruby.young43@mail.com,7:30 pm,F9
SHOW00156,TKT0350,F008,Broken Paths,Sofia Coppola,D006,Drama,C002,Wellington,V019,Sienna,Perera,sienna.perera19@mail.com,4:00 pm,G18
